symbol,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,industry
HDG,0.066,0.0569,0.0691,0.1477,0.124,0.1174,0.1053,0.1075,0.0685,0.0365,Bất động sản
HDM,0.1124,0.0822,0.0825,0.0471,0.0309,0.0291,0.1983,0.1635,0.1,0.1294,Hàng cá nhân & Gia dụng
HDP,0.0548,0.049,0.0562,0.0512,0.0562,0.0456,0.058,0.0909,0.0698,0.0774,Y tế
HDW,0.0098,0.0168,0.0315,0.0583,0.0688,0.0718,0.0723,0.0726,0.062,0.0662,"Điện, nước & xăng dầu khí đốt"
HEC,0.1443,0.1045,0.0513,0.0604,0.1444,0.1304,0.1246,0.1035,0.1277,0.1108,Hàng & Dịch vụ Công nghiệp
HEJ,0.0789,0.0788,0.0679,0.1409,0.0899,0.0495,0.0545,0.0422,0.0151,0.0024,Xây dựng và Vật liệu
HEP,0.0381,0.0401,0.0503,0.0647,0.0798,0.106,0.1077,0.1238,0.1357,0.1677,Hàng & Dịch vụ Công nghiệp
HES,0.0443,0.0347,0.0445,0.0536,0.0626,-0.1351,-0.428,0.2149,0.1314,0.117,Du lịch và Giải trí
HEV,0.1167,0.1168,0.1101,0.0803,0.127,0.1246,0.1263,0.0987,-0.1367,0.0154,Truyền thông
HFB,0.1379,0.0916,0.0936,0.0799,0.0764,0.0849,0.0868,0.0677,0.0656,0.0629,Xây dựng và Vật liệu
HFC,0.0768,0.045,0.0133,0.0179,0.0195,-0.0357,0.0137,-0.0477,0.0112,0.0405,"Điện, nước & xăng dầu khí đốt"
HGM,0.1013,0.0796,0.1266,0.1636,0.041,0.0642,0.3635,0.2963,0.2777,0.5337,Tài nguyên Cơ bản
HGT,-0.0593,-0.0336,0.0053,0.0159,0.0162,-0.2177,-0.1882,-0.0344,0.0058,0.2969,Du lịch và Giải trí
HHC,0.119,0.1024,0.0956,0.0504,0.0457,0.0427,0.0583,0.0705,0.0662,0.0542,Thực phẩm và đồ uống
HHG,0.1039,0.076,0.0703,0.0027,0.001,-0.1617,-0.2233,-0.2587,-0.2356,-0.2232,Du lịch và Giải trí
HHN,0.0066,0.0131,0.0242,0.0271,0.0035,0.0037,0.1196,0.0157,0.1049,0.0573,Hàng & Dịch vụ Công nghiệp
HHS,0.1697,0.0452,0.0286,0.0595,0.0567,0.0765,0.0584,0.0522,0.0782,0.0761,Ô tô và phụ tùng
HHV,0.019,0.0208,0.0689,0.0626,0.058,0.0072,0.0114,0.0115,0.0142,0.0191,Xây dựng và Vật liệu
HID,0.0509,0.0827,0.0157,0.001,-0.0149,0.0035,0.0083,-0.0125,-0.0083,0.0001,Xây dựng và Vật liệu
HIG,0.0387,0.0174,0.004,0.0047,0.006,0.004,0.009,0.076,0.0422,0.0535,Công nghệ Thông tin
HII,0.033,0.0326,0.0739,0.0293,0.0441,0.0463,0.0744,-0.0904,0.0514,0.0121,Hóa chất
HJC,0.0237,0.0028,-0.2107,0.0257,0.0729,0.0635,0.0982,0.0465,0.0502,0.0515,Hàng cá nhân & Gia dụng
HJS,0.063,0.0476,0.1011,0.1074,0.1377,0.1624,0.1602,0.1755,0.1658,0.1465,"Điện, nước & xăng dầu khí đốt"
HKB,0.0129,0.0885,-0.0975,-0.2828,0.0038,-0.1505,-0.1662,-0.2016,-0.2358,-0.3173,Thực phẩm và đồ uống
HKT,0.0657,0.1089,0.012,0.0014,0.0007,0.0129,0.007,0.0086,0.0054,0.003,Thực phẩm và đồ uống
HLB,0.189,0.2362,0.2684,0.3617,0.3701,0.3166,0.2625,0.3373,0.253,0.2421,Thực phẩm và đồ uống
HLC,0.0113,0.0123,0.0144,0.0166,0.0072,0.0153,0.0313,0.0487,0.0756,0.0822,Tài nguyên Cơ bản
HLD,0.0864,0.0705,0.0783,0.1216,0.1312,0.1561,0.0313,0.0093,0.0061,0.0035,Bất động sản
HLS,0.3437,0.2543,0.2915,0.1852,0.1995,0.2159,0.2454,0.1399,0.1305,0.1771,Hàng & Dịch vụ Công nghiệp
HMC,-0.0425,0.0896,0.1099,0.1232,0.0212,0.116,0.2096,0.0037,0.0226,0.0224,Tài nguyên Cơ bản
HMG,0.0258,0.0375,0.0745,0.0107,-0.0242,0.0092,0.0282,0.0232,0.0391,0.0379,Tài nguyên Cơ bản
HMH,0.13,0.1171,0.0818,0.0459,0.0507,0.0717,0.0706,0.0092,0.0195,0.0819,Hàng & Dịch vụ Công nghiệp
HMS,0.2101,0.2357,0.1727,0.1679,0.1019,0.0756,0.0683,0.109,0.0034,0.0388,Xây dựng và Vật liệu
HNA,-0.0241,-0.0109,0.002,0.0478,0.0165,0.0084,0.0346,0.1507,0.0694,0.0721,"Điện, nước & xăng dầu khí đốt"
HNB,0.1115,0.0911,0.0953,0.0994,0.1093,0.0946,0.0243,0.0579,0.1044,0.1125,Hàng & Dịch vụ Công nghiệp
HND,0.0222,0.0181,0.0277,0.0328,0.1009,0.1401,0.0557,0.073,0.0688,0.0452,"Điện, nước & xăng dầu khí đốt"
HNF,0.0549,0.0702,0.0787,0.0478,0.0352,0.021,0.034,0.0746,0.0492,0.1134,Thực phẩm và đồ uống
HNG,0.0336,-0.0341,0.0218,-0.0251,-0.128,0.001,-0.0944,-0.3445,-0.1047,-0.1106,Thực phẩm và đồ uống
HNI,0.4683,0.4262,0.3566,0.3706,0.3254,0.2748,0.1039,0.2272,0.1749,0.2197,Hàng cá nhân & Gia dụng
HNM,0.0069,0.0046,-0.0487,-0.1343,-0.0624,0.0057,0.051,0.1052,0.064,0.0597,Thực phẩm và đồ uống
HNP,0.16,0.1618,0.1124,0.0578,0.075,0.0697,0.0352,0.0489,0.0214,0.0444,Hóa chất
HOM,0.0408,0.0371,0.0013,0.0155,0.0174,0.0015,0.0017,0.0191,-0.0282,-0.0732,Xây dựng và Vật liệu
HOT,0.0787,0.0895,0.0968,0.1633,0.1096,-0.322,-0.3704,-0.3676,0.0999,0.1791,Du lịch và Giải trí
HPB,0.1047,0.0906,0.0857,0.0962,0.0752,0.0935,0.0752,0.0651,0.0721,0.1197,Hàng & Dịch vụ Công nghiệp
HPD,0.0407,0.0366,0.0817,0.1124,0.0753,0.0718,0.1254,0.1485,0.149,0.1295,"Điện, nước & xăng dầu khí đốt"
HPG,0.1644,0.2511,0.1766,0.1325,0.0897,0.1191,0.2333,0.0548,0.0404,0.0608,Tài nguyên Cơ bản
HPH,-0.0536,0.0242,0.0458,0.1196,0.0204,0.0116,-0.0302,0.1171,0.0559,-0.0504,Hóa chất
HPI,0.0502,0.0515,0.061,-0.1231,-2.0024,0.4531,0.1115,0.098,0.1711,0.146,Bất động sản
HPP,0.125,0.1949,0.1167,0.1096,0.1316,0.1353,0.0797,0.0327,0.086,0.0919,Xây dựng và Vật liệu
HPT,0.0286,0.0535,0.0582,0.0735,0.0869,0.0794,0.1658,0.1412,0.1879,0.1332,Công nghệ Thông tin
HPW,0.0502,0.0667,0.0731,0.0562,0.0451,0.0436,0.0441,0.0479,0.0517,0.0566,"Điện, nước & xăng dầu khí đốt"
HPX,0.0823,0.0685,0.0823,0.0938,0.0906,0.0485,0.0348,-0.0089,0.0223,0.0108,Bất động sản
HQC,0.1333,0.0042,0.0133,0.0092,0.0089,0.0021,0.001,0.0043,0.0012,0.0047,Bất động sản
HRB,0.1559,0.1535,0.1427,0.1375,0.1443,0.159,0.1672,0.1364,0.1739,0.17,Bất động sản
HRC,0.0428,0.0126,0.0109,0.0098,0.0095,0.0109,0.0268,0.0129,0.0215,0.0765,Hóa chất
HSG,0.0777,0.1517,0.0782,0.021,0.0238,0.0779,0.2441,0.0167,0.0022,0.0316,Tài nguyên Cơ bản
HSL,0.0365,0.1215,0.141,0.1837,0.2007,0.0482,0.0543,0.0353,0.0267,0.0153,Thực phẩm và đồ uống
HSM,0.028,0.0328,0.0313,0.0231,-0.0034,0.0044,0.0363,0.0115,-0.0965,-0.0774,Hàng cá nhân & Gia dụng
HSP,0.1103,0.1206,0.1256,0.0819,0.0449,0.0549,0.0624,0.0657,0.0801,0.1056,Xây dựng và Vật liệu
HSV,-0.0749,-0.1304,0.0352,0.0028,0.0455,0.0327,0.0399,0.0101,0.0114,0.01,Tài nguyên Cơ bản
HT1,0.0775,0.0782,0.0495,0.0711,0.0867,0.0792,0.0544,0.0371,0.0028,0.0095,Xây dựng và Vật liệu
HTC,0.2173,0.3562,0.116,0.1325,0.1392,0.1285,0.1145,0.1209,0.1391,0.088,"Điện, nước & xăng dầu khí đốt"
HTE,0.0768,0.0846,0.0855,0.1043,0.0488,0.0057,-0.0215,0.0182,0.0061,-0.0295,Hàng & Dịch vụ Công nghiệp
HTG,0.0769,0.0485,0.0525,0.0725,0.104,0.0549,0.1336,0.1592,0.0996,0.1373,Hàng cá nhân & Gia dụng
HTI,0.049,0.0514,0.0512,0.044,0.0464,0.0431,0.027,0.0457,0.0536,0.0584,Xây dựng và Vật liệu
HTL,0.6524,0.2253,0.0831,0.0209,0.0909,0.1069,0.1234,0.1387,0.1336,0.1132,Ô tô và phụ tùng
HTM,0.0062,0.0138,0.0104,0.0052,0.0397,0.0008,-0.0007,-0.0047,-0.01,-0.0096,Bán lẻ
HTP,0.0564,0.0503,0.0521,0.0102,0.0164,0.0115,0.0127,0.0003,0.0011,-0.0794,Truyền thông
HTT,0.0296,0.0415,0.0089,-0.096,-0.121,-0.0586,-0.0615,-0.0599,-0.0857,-0.0643,Bán lẻ
HTV,0.1101,0.0713,0.066,0.084,0.0875,0.0786,0.0526,0.053,0.0253,0.028,Hàng & Dịch vụ Công nghiệp
HU1,0.0213,0.0076,0.0098,0.016,0.017,0.0302,-0.0163,0.0158,0.0,0.0103,Xây dựng và Vật liệu
HU3,0.0748,0.0488,0.0533,0.0728,0.0657,0.0084,0.0031,0.0026,0.0018,-0.0244,Xây dựng và Vật liệu
HU4,0.0138,0.3562,0.0208,0.0092,0.031,0.0333,0.057,0.0392,0.0003,0.0252,Xây dựng và Vật liệu
HU6,0.0892,0.0869,0.0837,0.0927,0.0711,0.055,0.0026,0.0004,0.0008,0.0004,Bất động sản
HUB,0.1741,0.1369,0.1732,0.1683,0.162,0.1382,0.1269,0.1172,0.1053,0.1048,Xây dựng và Vật liệu
HUG,0.2722,0.2367,0.2616,0.2874,0.2076,0.2133,0.2171,0.2813,0.2833,0.2316,Hàng cá nhân & Gia dụng
HUT,0.0296,0.0568,0.0348,0.0076,0.0051,-0.0287,0.0049,0.0165,0.0029,0.014,Ô tô và phụ tùng
HVA,0.1256,0.021,0.0723,-0.135,-0.0123,0.0246,0.0594,0.0338,0.004,0.0499,Dịch vụ tài chính
HVH,0.1025,0.0541,0.0718,0.1909,0.1556,0.0615,0.0209,0.0394,0.0212,0.0528,Xây dựng và Vật liệu
HVN,0.0065,0.0273,0.0412,0.0455,0.0502,-0.2761,-0.3759,-0.5739,-0.5445,0.7144,Du lịch và Giải trí
HVT,0.0457,0.0784,0.1899,0.2721,0.1235,0.0822,0.1832,0.3384,0.1204,0.1269,Hóa chất
HVX,0.0031,0.0215,0.0002,0.0095,0.0073,0.0062,0.0014,0.0033,-0.1294,-0.0998,Xây dựng và Vật liệu
HWS,0.0246,0.026,0.0527,0.0484,0.0542,0.0605,0.062,0.0677,0.0723,0.0758,"Điện, nước & xăng dầu khí đốt"
IBD,0.073,0.1267,0.0388,0.0656,0.0802,0.0829,0.1012,0.0399,0.1007,0.1503,Truyền thông
ICC,0.396,0.6016,0.6039,0.2559,0.1475,0.0947,0.065,0.0823,0.071,0.0464,Xây dựng và Vật liệu
ICF,0.0013,-0.132,-0.1592,-0.164,-0.0702,-0.0392,-0.0075,-0.0079,0.0024,0.0025,Thực phẩm và đồ uống
ICG,0.067,0.0194,0.0015,0.1423,0.0423,0.0446,0.0298,0.0055,-0.0261,0.0009,Xây dựng và Vật liệu
ICI,0.003,0.0039,0.0337,0.0692,0.0121,0.006,0.0007,0.0015,0.0066,0.0108,Xây dựng và Vật liệu
ICN,0.1191,0.1521,0.2413,0.363,0.3299,0.434,0.3025,0.6337,0.1391,0.591,Xây dựng và Vật liệu
ICT,0.0827,0.0919,0.0935,0.0691,0.0591,0.0486,0.0465,0.0101,0.0162,0.0342,Công nghệ Thông tin
IDC,0.0329,0.0711,0.0616,0.0459,0.0695,0.0598,0.0675,0.2141,0.1702,0.2313,Bất động sản
IDI,0.0342,0.021,0.0647,0.1103,0.0477,0.0148,0.0203,0.0758,0.0094,0.0082,Thực phẩm và đồ uống
IDJ,0.0001,-0.0237,0.0111,0.1568,0.0509,0.0847,0.1467,0.0688,0.0506,0.0423,Bất động sản
IDV,0.3956,0.4646,0.4172,0.3092,0.3493,0.4651,0.268,0.1966,0.1808,0.1404,Bất động sản
IFS,-0.1956,0.0955,0.2291,0.3568,0.3067,0.1541,0.1181,0.1295,0.1661,0.1418,Thực phẩm và đồ uống
IHK,0.1284,0.1328,0.1014,0.0917,0.1097,0.0646,-0.1781,0.1445,0.1524,-0.0965,Truyền thông
IJC,0.0253,0.0268,0.0529,0.0686,0.1212,0.1225,0.139,0.1059,0.082,0.0558,Bất động sản
ILB,0.0853,0.0873,0.0962,0.0895,0.077,0.0851,0.0985,0.1125,0.1251,0.1285,Hàng & Dịch vụ Công nghiệp
ILC,-0.2671,0.1328,-3.7355,0.3402,0.1153,0.3685,0.1659,0.331,0.0089,0.1486,Hàng & Dịch vụ Công nghiệp
ILS,-0.0172,0.0225,0.0059,0.0099,-0.006,0.0195,-0.0349,-0.0405,0.0126,0.0405,Hàng & Dịch vụ Công nghiệp
IME,0.2606,0.2303,0.208,0.0141,-0.6519,0.0206,0.0228,0.0604,0.1901,0.1338,Hàng & Dịch vụ Công nghiệp
IMP,0.1025,0.1081,0.0841,0.0922,0.1017,0.1127,0.0919,0.1124,0.1404,0.1414,Y tế
IN4,0.0,0.26,0.6486,0.1819,0.3038,0.2186,0.1915,0.1541,0.1653,0.1718,Truyền thông
INC,0.0474,0.0452,0.0674,0.0743,0.0724,0.0851,0.1003,0.1053,0.0827,0.0125,Xây dựng và Vật liệu
INN,0.1921,0.1961,0.1802,0.1563,0.1444,0.1103,0.0873,0.1159,0.1294,0.1352,Hàng & Dịch vụ Công nghiệp
IPA,0.0451,0.0468,0.081,0.0227,0.0495,0.055,0.1984,0.0159,0.0397,0.0568,Hàng & Dịch vụ Công nghiệp
IRC,0.0538,0.0592,0.0735,0.0402,0.0452,0.0825,0.0709,0.0486,0.0355,0.0704,Hóa chất
ISH,0.0409,0.024,0.0922,0.1205,0.1188,0.0802,0.1478,0.1881,0.1448,0.1245,"Điện, nước & xăng dầu khí đốt"
IST,0.3697,0.1022,0.1492,0.1815,0.1275,0.1434,0.1787,0.19,0.2141,0.2423,Hàng & Dịch vụ Công nghiệp
ITA,0.0126,0.0033,0.0007,0.0074,0.0189,0.016,0.0237,-0.0255,0.0199,0.0107,Bất động sản
ITC,0.004,0.0116,0.0314,0.034,0.0428,0.042,0.05,0.0537,0.0306,0.011,Bất động sản
ITD,0.188,0.2672,0.1563,0.1364,0.0676,0.1266,0.1301,0.0508,-0.0952,0.1364,Công nghệ Thông tin
ITQ,0.0451,0.0033,0.0118,0.0199,0.0022,0.0019,0.0373,-0.0392,0.0043,0.0023,Tài nguyên Cơ bản
ITS,0.0188,0.0022,0.001,0.002,0.0002,0.0021,0.0135,0.006,0.003,0.0026,Hàng & Dịch vụ Công nghiệp
IVS,0.0321,0.0003,0.001,0.0019,-0.0868,0.0332,0.0423,0.0215,0.0358,0.019,Dịch vụ tài chính
JVC,-2.1969,-0.0566,0.0192,0.0216,0.0052,-0.1458,-0.0614,0.0444,0.0889,0.0593,Y tế
KBC,0.0568,0.0672,0.0526,0.0656,0.0842,0.0181,0.0411,0.0619,0.094,0.0138,Bất động sản
KCB,0.0053,0.1088,-0.0456,0.0052,-0.4326,0.0309,0.23,0.1228,0.0657,0.0608,Tài nguyên Cơ bản
KCE,0.1861,0.2531,0.1335,0.109,0.026,0.0848,0.0346,0.0206,0.0623,0.0921,Xây dựng và Vật liệu
KDC,0.9549,0.1471,0.0441,0.014,0.0206,0.0323,0.0573,0.0313,0.0129,0.0059,Thực phẩm và đồ uống
KDH,0.0388,0.0644,0.0712,0.1029,0.1085,0.1154,0.0943,0.0583,0.0334,0.0303,Bất động sản
KDM,0.0393,0.0098,0.0113,0.0139,0.0251,-0.0246,-0.0032,-0.0434,0.0208,0.0168,Xây dựng và Vật liệu
KHD,0.5382,0.3066,0.215,0.1709,0.1027,0.1187,0.001,-0.0603,-0.0929,0.1335,Tài nguyên Cơ bản
KHP,0.0868,0.0543,0.0335,0.0404,0.0327,0.029,0.0274,0.035,0.0332,0.0368,"Điện, nước & xăng dầu khí đốt"
KHS,0.0907,0.0622,0.0376,0.0533,0.0403,0.0236,0.1152,0.0683,-0.0237,0.0402,Thực phẩm và đồ uống
KHW,0.0545,0.0594,0.0626,0.0763,0.0855,0.0826,0.075,0.0903,0.1354,0.1634,"Điện, nước & xăng dầu khí đốt"
KIP,0.1587,0.1393,0.0949,0.0524,0.03,0.0089,0.0344,0.0451,0.0263,0.0487,Hàng & Dịch vụ Công nghiệp
KKC,-0.2294,0.2488,0.1494,-0.0263,-0.0402,0.1158,0.0236,-0.5056,0.0053,0.1171,Tài nguyên Cơ bản
KLB,0.0399,0.0188,0.0202,0.0207,0.0044,0.0102,0.0262,0.02,0.0264,0.0473,Ngân hàng
KMR,0.0031,0.011,0.0107,0.0048,0.0052,0.0004,0.0222,0.0214,0.0119,0.0084,Hàng cá nhân & Gia dụng
KMT,0.0093,0.0116,0.017,0.0128,0.013,0.0094,0.0172,0.017,0.0124,0.0149,Tài nguyên Cơ bản
KOS,0.0017,0.0466,0.0435,0.0317,0.0133,0.013,0.0065,0.0051,0.005,0.005,Bất động sản
KPF,0.0928,0.0485,0.0815,0.103,0.1311,0.0414,0.1005,0.0904,0.0013,-0.5369,Xây dựng và Vật liệu
KSB,0.2394,0.3377,0.3655,0.2003,0.1473,0.1439,0.1004,0.0498,0.0233,0.0144,Xây dựng và Vật liệu
KSD,0.07,0.0479,0.0732,0.0214,0.0422,-0.0688,0.159,0.0012,0.0012,-0.0059,Hàng cá nhân & Gia dụng
KSH,0.0232,0.0019,0.0039,0.0063,-0.0627,-0.0263,0.0,-0.0003,-0.0004,-0.0001,Thực phẩm và đồ uống
KSQ,0.0348,0.0036,-0.0169,0.0118,-0.0032,0.0016,0.0104,-0.2047,0.026,-0.0149,Xây dựng và Vật liệu
KST,0.0757,0.1016,0.1095,0.0946,0.1468,0.1229,0.059,0.1385,0.071,0.133,Công nghệ Thông tin
KSV,-0.0028,0.0016,0.0426,0.0273,-0.0072,0.0429,0.1303,0.0278,0.023,0.1643,Tài nguyên Cơ bản
KTC,0.0112,0.0291,0.012,0.0355,0.0265,0.0397,0.0181,0.0151,0.0226,0.0223,Thực phẩm và đồ uống
KTL,0.0707,0.0686,0.0767,0.0796,0.0968,0.0603,0.0268,0.0359,0.0386,0.0562,Tài nguyên Cơ bản
KTS,0.1774,0.2956,0.1388,0.0195,0.0123,0.0052,0.0141,0.0207,0.0885,0.0671,Thực phẩm và đồ uống
KVC,0.0291,0.0208,0.0256,0.0146,0.0068,-0.0566,-0.0546,-0.0203,-0.0257,-0.002,Tài nguyên Cơ bản
L10,0.0626,0.0562,0.0522,0.0349,0.0354,0.0464,0.0412,0.0424,0.0694,0.0606,Hàng & Dịch vụ Công nghiệp
L12,0.0472,0.0512,0.0336,0.0224,0.0197,0.0165,0.0063,0.0116,0.0074,0.0106,Xây dựng và Vật liệu
L14,0.2165,0.2066,0.3796,0.2769,0.2028,0.1017,0.4019,0.0443,0.0505,0.0387,Xây dựng và Vật liệu
L18,0.032,0.0355,0.0157,0.0244,0.0277,0.0226,0.0285,0.02,0.0225,0.082,Xây dựng và Vật liệu
L35,0.022,0.0177,0.0093,0.0077,0.0018,-0.0684,-0.0521,-0.1231,-0.0966,-0.017,Hàng & Dịch vụ Công nghiệp
L40,0.001,0.0059,0.1256,0.1141,0.0735,0.1269,0.0047,-0.0104,0.0159,0.3943,Xây dựng và Vật liệu
L43,0.0012,0.0017,0.0016,-0.1327,0.0005,0.0016,-0.0534,-0.0609,-0.1109,-0.0502,Xây dựng và Vật liệu
L45,0.007,0.0007,0.0001,-0.101,0.0008,0.0003,0.0001,-0.1876,-0.0703,-0.2873,Xây dựng và Vật liệu
L61,0.0301,0.0186,0.0091,0.0061,0.0022,-0.0027,0.0008,-0.1907,-0.1519,-0.2184,Hàng & Dịch vụ Công nghiệp
L62,0.006,0.0123,0.0023,0.0034,0.0035,0.0017,-0.0079,-0.1063,-0.4404,-3.0197,Hàng & Dịch vụ Công nghiệp
L63,0.0072,0.0086,0.0032,0.0004,0.0003,0.0005,0.0005,-0.1157,0.0134,0.0715,Hàng & Dịch vụ Công nghiệp
LAF,0.087,0.0782,0.0094,-0.319,0.0803,0.1294,0.1564,0.0722,0.0914,0.1311,Thực phẩm và đồ uống
LAS,0.1513,0.0673,0.0677,0.0537,0.0011,0.0055,0.0357,0.0482,0.0816,0.0775,Hóa chất
LAW,0.0488,0.0631,0.077,0.1091,0.1078,0.0369,0.0439,0.0536,0.0615,0.0782,"Điện, nước & xăng dầu khí đốt"
LBE,0.0961,0.102,0.108,0.0862,0.0763,0.0839,0.0568,0.0956,0.0657,0.0817,Hàng cá nhân & Gia dụng
LBM,0.2084,0.2687,0.2101,0.2115,0.1798,0.1793,0.189,0.2175,0.1816,0.1157,Xây dựng và Vật liệu
LCD,0.0405,0.0527,0.0388,0.0285,0.0195,0.036,0.0214,0.0015,0.0013,0.0012,Xây dựng và Vật liệu
LCG,0.0107,0.0516,0.0547,0.0786,0.0766,0.0951,0.0538,0.0644,0.0316,0.0335,Xây dựng và Vật liệu
LDG,0.1536,0.1298,0.1356,0.2216,0.1788,0.0035,0.0312,0.001,-0.1303,-0.6589,Bất động sản
LDP,0.1406,0.1378,0.0837,-0.1327,0.0407,-0.1548,0.204,-0.2122,-0.127,0.0448,Y tế
LG9,0.0727,0.0419,0.0347,0.0342,0.0436,0.0059,0.0075,0.0037,0.003,0.0024,Xây dựng và Vật liệu
LGC,0.0605,0.0521,0.0255,0.0319,0.0564,0.0503,0.0286,0.0412,0.0506,0.0424,Xây dựng và Vật liệu
LGL,0.0229,0.0148,0.0769,0.0722,0.0592,0.0026,0.0046,0.0084,0.0182,-0.0549,Bất động sản
LHC,0.1559,0.177,0.1732,0.1831,0.1856,0.1894,0.1716,0.1802,0.1643,0.1343,Xây dựng và Vật liệu
LHG,0.085,0.2232,0.1436,0.1448,0.1105,0.1336,0.1795,0.1216,0.0936,0.1017,Bất động sản
LIC,0.0244,-0.1959,-0.0332,0.0194,-0.0271,0.0141,0.0405,0.0084,0.0029,0.0279,Xây dựng và Vật liệu
LIG,0.0455,0.0111,0.0074,0.0157,0.015,0.0033,0.0197,0.0027,0.0007,0.0017,Xây dựng và Vật liệu
LIX,0.3217,0.3009,0.28,0.2799,0.293,0.3323,0.2081,0.2361,0.2027,0.2031,Hàng cá nhân & Gia dụng
LKW,0.1561,0.1704,0.1682,0.1619,0.2152,0.251,0.2522,0.2275,0.1645,0.1579,"Điện, nước & xăng dầu khí đốt"
LLM,0.0313,0.0244,0.0426,-0.0354,-0.0352,0.0075,-0.0075,-0.0258,-0.0076,0.0343,Hàng & Dịch vụ Công nghiệp
LM7,0.0007,0.0044,-0.1376,0.0018,0.0017,-0.0326,-0.157,-0.2664,-0.3891,-0.6044,Hàng & Dịch vụ Công nghiệp
LM8,0.054,0.0451,0.0211,0.0145,0.0083,0.0055,0.0147,0.0162,0.0165,0.0244,Xây dựng và Vật liệu
LMC,0.0379,0.0224,0.0092,0.0437,0.0317,0.0353,0.1003,0.0566,0.0663,0.1027,Tài nguyên Cơ bản
LMI,0.0392,0.0506,0.0514,0.0403,0.0355,0.019,0.0132,0.0136,0.0269,0.0488,Hàng & Dịch vụ Công nghiệp
LNC,-0.0258,0.0015,0.0,0.0072,0.005,0.0037,0.0038,0.0041,0.004,0.006,Hóa chất
LO5,0.0047,0.001,0.0011,-0.0107,-0.0979,-0.261,-0.2924,-0.2271,-0.1673,-0.0568,Hàng & Dịch vụ Công nghiệp
LPB,0.0197,0.0498,0.0682,0.04,0.0604,0.073,0.0493,0.0792,0.0736,0.069,Ngân hàng
LQN,0.0917,0.009,-0.293,0.0954,0.0026,-0.0633,-0.1526,-0.4441,-0.4971,-0.3069,Xây dựng và Vật liệu
LSG,0.021,0.0293,0.0026,0.0009,0.009,0.0098,0.0052,0.0013,0.0035,0.002,Bất động sản
LSS,0.0435,0.0588,0.0018,0.0007,0.0099,0.0115,0.0204,0.0132,0.0464,0.0397,Thực phẩm và đồ uống
M10,0.0989,0.0857,0.0619,0.06,0.0822,0.0953,0.0921,0.1042,0.0839,0.0771,Hàng cá nhân & Gia dụng
MAC,0.0834,0.1271,0.0796,0.0502,0.0553,0.0054,-0.1041,0.0604,0.2122,0.1529,Hàng & Dịch vụ Công nghiệp
MAS,0.5361,0.5608,0.3914,0.1614,0.1872,-0.1949,-0.3673,0.031,0.0892,0.1938,Du lịch và Giải trí
MBB,0.1037,0.0676,0.0536,0.0754,0.1105,0.1081,0.1337,0.1611,0.1361,0.1379,Ngân hàng
MBG,0.1006,0.0911,0.0087,0.0297,0.0448,0.0385,0.0971,0.0731,-0.0432,0.0201,Xây dựng và Vật liệu
MBS,0.0042,0.0097,0.0122,0.094,0.0919,0.063,0.0606,0.0519,0.0399,0.0372,Dịch vụ tài chính
MCC,0.1813,0.1748,0.0933,0.0655,0.0885,0.0327,0.0285,0.0468,0.002,0.0177,Xây dựng và Vật liệu
MCF,0.0984,0.0871,0.0802,0.07,0.0661,0.0794,0.0534,0.0649,0.0749,0.0554,Thực phẩm và đồ uống
MCG,0.0181,0.0083,0.002,-0.1867,0.0044,-0.0044,-0.1907,-0.1063,-0.0013,-0.0089,Xây dựng và Vật liệu
MCH,0.2104,0.1857,0.1516,0.2392,0.2302,0.2129,0.2166,0.1854,0.2051,0.3574,Thực phẩm và đồ uống
MCO,0.0011,0.001,0.0005,0.0009,0.001,0.0023,0.0016,0.0032,0.0047,0.0035,Xây dựng và Vật liệu
MCP,0.0612,0.0816,0.0927,0.0943,0.004,0.0596,0.0783,0.0431,0.0631,0.1088,Hàng & Dịch vụ Công nghiệp
MDA,0.4455,0.0738,0.1147,0.0934,0.0087,0.0808,0.1491,0.0352,0.0922,0.0831,Hàng & Dịch vụ Công nghiệp
MDC,0.0001,0.0218,0.0107,0.0231,0.0305,0.0314,0.041,0.1048,0.0723,0.072,Tài nguyên Cơ bản
MDF,0.0293,0.0146,0.0172,0.0213,0.0199,0.0215,0.0736,0.0029,-0.0241,0.0035,Tài nguyên Cơ bản
MDG,0.0122,0.0309,0.1554,0.0438,0.0554,0.0389,0.0718,0.0869,-0.1657,0.0188,Xây dựng và Vật liệu
MEC,0.0004,-0.0082,0.0022,-0.0962,-0.1155,-0.1207,-0.1703,-0.2284,-0.3671,-2.5021,Xây dựng và Vật liệu
MED,0.0692,0.077,0.1732,0.1473,0.1357,0.0921,0.0154,0.0146,0.03,0.0425,Y tế
MEF,0.1447,0.1874,0.233,0.1983,0.1798,0.1809,0.2404,0.2048,0.1822,0.2048,Y tế
MEL,0.0,0.0321,0.0415,0.0218,0.0113,0.016,0.1275,0.0116,0.0072,0.0124,Tài nguyên Cơ bản
MFS,0.155,0.1349,0.1474,0.1717,0.1683,0.1644,0.1442,0.1142,0.1117,0.0788,Viễn thông
MGC,0.0361,0.0398,0.0566,0.0154,0.0259,0.0279,0.0154,0.0292,0.036,0.0181,Tài nguyên Cơ bản
