symbol,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,industry
PVO,0.0011,0.1469,0.0234,0.002,0.0051,0.0143,0.0024,0.0102,0.0133,0.0115,Hóa chất
PVP,0.0057,0.0217,0.028,0.0738,0.0614,0.1084,0.0943,0.1076,0.0808,0.0746,Hàng & Dịch vụ Công nghiệp
PVR,-0.0538,-0.0243,-0.014,-0.01,-0.0015,-0.0127,0.0035,-0.008,-0.0139,-0.0039,Bất động sản
PVS,0.1058,0.0683,0.059,0.0421,0.0582,0.0521,0.0492,0.0659,0.0694,0.0765,Dầu khí
PVT,0.0545,0.0663,0.0726,0.096,0.09,0.0862,0.0817,0.0987,0.0817,0.0852,Hàng & Dịch vụ Công nghiệp
PVV,0.0085,-0.1026,-0.0889,-0.157,-0.1152,-0.1487,-0.1526,-0.2003,-0.2334,-0.3131,Xây dựng và Vật liệu
PVX,0.0041,0.0165,-0.0862,-0.1123,-0.1254,-0.09,0.0244,0.0018,-0.2049,0.0021,Xây dựng và Vật liệu
PVY,0.0215,-0.3129,-0.1678,-0.1383,-0.121,-0.1372,-0.1539,-0.5743,-0.131,0.0009,Xây dựng và Vật liệu
PWS,0.0158,0.0188,0.035,0.0481,0.0495,0.0386,0.0379,0.0321,0.0625,0.0799,"Điện, nước & xăng dầu khí đốt"
PXA,0.0017,-0.309,-0.5323,-0.2824,-0.294,0.4791,0.0002,0.0047,0.0001,-0.0108,Bất động sản
PXI,0.0423,-0.0186,-0.0806,0.0015,-0.033,-0.2156,-0.1585,-0.0265,-0.1419,0.0027,Xây dựng và Vật liệu
PXL,-0.0098,0.0173,0.0124,0.0001,-0.0023,0.0122,0.0177,0.0008,0.0006,0.0011,Bất động sản
PXS,0.0931,0.0752,0.0008,-0.1576,-0.5574,0.0059,0.0028,-0.2072,-1.26,0.0717,Xây dựng và Vật liệu
PXT,0.5093,0.2564,0.1148,0.0129,-0.1692,-0.1622,-0.1245,0.0094,0.0171,0.0181,Xây dựng và Vật liệu
QBS,0.0406,0.0068,0.0125,0.038,-0.1606,-0.059,0.0001,-0.2624,-0.0895,-0.4464,Hóa chất
QCC,0.0628,0.0902,0.0997,0.0624,0.0508,0.0325,0.0404,0.0627,0.0729,0.0405,Xây dựng và Vật liệu
QCG,0.0037,0.0076,0.0885,0.0212,0.0122,0.0173,0.0148,0.0065,0.0006,0.0165,Bất động sản
QHD,0.3538,0.2971,0.0178,0.0072,0.1242,0.2649,0.1036,0.1489,0.188,0.0989,Hàng & Dịch vụ Công nghiệp
QHW,0.2979,0.2957,0.2373,0.0415,0.1899,0.1567,0.1374,0.1894,0.172,0.1351,Thực phẩm và đồ uống
QNC,0.0019,-0.0475,-0.2754,0.0008,0.0911,0.0992,0.1022,0.077,0.0587,0.0312,Xây dựng và Vật liệu
QNS,0.2862,0.2659,0.1703,0.1752,0.159,0.1261,0.1373,0.1375,0.1986,0.1869,Thực phẩm và đồ uống
QNU,0.0127,0.0247,0.0238,0.024,0.0112,0.3262,0.0349,0.0323,0.0306,0.0324,Hàng & Dịch vụ Công nghiệp
QNW,0.0949,0.0658,0.0175,0.0179,0.0292,0.0425,0.0253,0.0324,0.045,0.1277,"Điện, nước & xăng dầu khí đốt"
QPH,-0.0336,0.3595,0.1323,0.1534,0.1382,0.1831,0.1994,0.1931,0.1593,0.1306,"Điện, nước & xăng dầu khí đốt"
QSP,0.1042,0.1216,0.1334,0.1399,0.1507,0.1602,0.1636,0.1654,0.1605,0.1578,Hàng & Dịch vụ Công nghiệp
QST,0.0991,0.093,0.0811,0.082,0.0805,0.0774,0.0984,0.1352,0.1325,0.1187,Truyền thông
QTC,0.1593,0.1813,0.1393,0.1491,0.1283,0.1088,0.0867,0.049,0.0459,0.0511,Xây dựng và Vật liệu
QTP,-0.0849,0.026,0.0534,0.0236,0.0621,0.0823,0.0694,0.1053,0.1091,0.118,"Điện, nước & xăng dầu khí đốt"
RAL,0.0554,0.0861,0.1121,0.0987,0.0562,0.1149,0.1087,0.0987,0.0961,0.0865,Hàng cá nhân & Gia dụng
RAT,0.1471,0.0521,0.0203,0.0076,0.0546,0.0136,0.0382,0.0483,-0.0304,0.0163,Hàng & Dịch vụ Công nghiệp
RBC,0.0085,0.0165,0.0227,0.0008,-0.0503,0.0169,0.0139,0.0166,0.0207,0.0142,Hóa chất
RCC,0.0618,0.038,-0.0254,-0.1901,-0.0167,0.0968,0.1422,0.0353,0.0437,0.005,Xây dựng và Vật liệu
RCL,0.1034,0.0518,0.078,0.0492,0.0449,0.0531,0.059,0.0271,0.004,0.005,Bất động sản
REE,0.1157,0.1274,0.1304,0.1438,0.1028,0.0962,0.0754,0.1149,0.0884,0.0729,"Điện, nước & xăng dầu khí đốt"
RIC,0.0844,-0.0154,-0.1337,0.0168,-0.0772,-0.0968,-0.1341,-0.0755,-0.0949,-0.0352,Du lịch và Giải trí
RTB,0.0217,0.0465,0.0969,0.0751,0.0576,0.07,0.1373,0.1051,0.0958,0.1722,Hóa chất
S4A,0.0178,0.0567,0.11,0.1183,0.1055,0.086,0.1524,0.1915,0.1556,0.0922,"Điện, nước & xăng dầu khí đốt"
S55,0.1107,0.0617,0.0863,0.0808,0.0341,0.04,0.0372,0.0686,0.0349,0.0725,Xây dựng và Vật liệu
S72,-0.0903,-0.0037,-0.0054,-0.0087,-0.031,-0.0151,0.0223,0.0443,0.0011,0.03,Xây dựng và Vật liệu
S74,0.005,-0.0217,0.0109,-0.0066,-0.0231,-0.0184,0.1833,0.0378,0.2486,-0.0178,Xây dựng và Vật liệu
S99,0.0408,0.0164,-0.0148,0.0432,0.0154,0.0935,0.0718,0.0221,0.0364,0.0117,Xây dựng và Vật liệu
SAB,0.2289,0.3412,0.3267,0.2633,0.2541,0.2225,0.1689,0.2146,0.1625,0.1809,Thực phẩm và đồ uống
SAC,0.1236,0.2305,0.3327,0.1194,0.0941,0.0078,0.0842,0.0386,0.0523,0.0972,Hàng & Dịch vụ Công nghiệp
SAF,0.2637,0.2708,0.2827,0.3177,0.3052,0.3058,0.302,0.2936,0.2894,0.2661,Thực phẩm và đồ uống
SAL,0.0442,0.0003,0.0012,0.0454,0.0484,0.0524,0.0693,0.0327,0.0492,0.0512,Hàng & Dịch vụ Công nghiệp
SAM,0.0166,0.007,0.0281,0.0255,0.0297,0.0248,0.0258,0.0012,0.0058,0.0161,Công nghệ Thông tin
SAP,-0.3285,-0.05,-0.1373,0.0136,0.0635,-0.0783,-0.074,-0.0397,0.0253,-0.63,Truyền thông
SAS,0.0078,0.1482,0.1789,0.2135,0.2262,0.0986,0.0022,0.1377,0.1924,0.2571,Bán lẻ
SAV,-0.0626,0.0081,0.0467,0.0506,0.0768,0.1309,0.104,0.1381,-0.0235,0.1169,Tài nguyên Cơ bản
SB1,0.1116,0.0621,0.0389,0.0287,0.0317,0.0201,-0.0777,0.0814,0.0818,0.0819,Thực phẩm và đồ uống
SBA,0.0373,0.0479,0.1048,0.0755,0.0795,0.0826,0.0956,0.2019,0.1488,0.1071,"Điện, nước & xăng dầu khí đốt"
SBD,0.0625,0.0548,0.0659,0.0298,0.0385,0.0135,0.0118,0.0221,0.0122,0.0097,Công nghệ Thông tin
SBH,-0.0001,0.1356,0.282,0.2105,0.1554,0.1638,0.2354,0.2849,0.2307,0.166,"Điện, nước & xăng dầu khí đốt"
SBL,0.2415,0.1962,0.196,0.1414,0.0643,0.0101,0.0009,0.0335,0.0261,0.0087,Thực phẩm và đồ uống
SBM,0.0638,0.0955,0.1172,0.1327,0.0759,0.0855,0.0806,0.218,0.1398,0.236,Xây dựng và Vật liệu
SBV,0.2346,0.2,0.2191,0.0893,0.0919,0.0881,0.0639,0.017,0.0097,-0.0492,Bán lẻ
SC5,0.0539,0.066,0.0766,0.0519,0.0388,0.0408,0.0408,0.024,0.0332,0.0274,Xây dựng và Vật liệu
SCC,-1.023,-0.1258,0.1714,-0.5307,-2.5053,0.1325,0.0652,-0.0899,-0.0602,0.0289,Xây dựng và Vật liệu
SCD,0.1304,0.1411,-0.0164,0.0277,0.0843,0.0095,-0.1077,-0.1003,-0.1995,-0.1181,Thực phẩm và đồ uống
SCI,0.0568,0.0109,0.0409,0.0469,0.0683,0.1816,0.1335,0.0348,0.0302,0.0,Xây dựng và Vật liệu
SCJ,-0.0124,-0.0077,0.016,0.0054,0.0042,0.0007,0.0028,0.0025,0.0051,0.0092,Xây dựng và Vật liệu
SCL,0.0019,0.0041,-0.0468,-0.0762,-0.0212,0.1125,0.0932,0.06,0.1135,0.0479,Xây dựng và Vật liệu
SCR,0.055,0.0396,0.0405,0.0318,0.0397,0.0239,0.0294,0.008,0.0019,0.0005,Bất động sản
SCS,0.1785,0.2882,0.3726,0.5087,0.4999,0.4572,0.4511,0.4507,0.3722,0.4928,Du lịch và Giải trí
SCY,0.1051,0.0407,0.0796,0.0125,0.0158,0.0169,0.0344,0.0489,0.075,0.087,Hàng & Dịch vụ Công nghiệp
SD2,0.0165,0.0145,0.0081,0.0042,-0.0296,-0.0717,0.0447,0.0089,0.0082,-0.0435,Xây dựng và Vật liệu
SD3,0.0065,0.0097,-0.0242,-0.0122,-0.0152,0.0053,0.0035,0.012,0.0005,-0.0032,Xây dựng và Vật liệu
SD4,0.0389,0.0345,0.0333,0.0184,0.0081,0.0007,0.0031,-0.0194,-0.39,-0.1642,Xây dựng và Vật liệu
SD5,0.0282,0.028,0.0238,0.0224,0.0277,0.0359,0.0256,0.0215,0.0375,0.0464,Xây dựng và Vật liệu
SD6,0.0621,0.049,0.03,0.0095,0.006,0.0027,0.0009,0.0001,-0.358,0.0062,Xây dựng và Vật liệu
SD7,-0.0124,-0.7729,-0.104,0.0083,0.0121,-0.0121,-0.0093,0.1117,-0.0209,-0.0114,Xây dựng và Vật liệu
SD9,0.0528,0.0254,0.0407,0.0299,0.0217,0.0208,0.0197,0.0277,0.0257,0.0335,Xây dựng và Vật liệu
SDA,0.01,-0.1312,-0.0001,-0.057,-0.2845,0.0231,0.0879,0.0036,-0.1459,-1.0038,Hàng & Dịch vụ Công nghiệp
SDC,0.0199,0.0633,0.0575,0.0591,0.0295,0.0219,0.0431,0.0302,0.0313,0.0287,Hàng & Dịch vụ Công nghiệp
SDD,0.0004,-0.0098,-0.0162,-0.0472,0.0005,0.0005,-0.0508,-0.0417,-0.0998,-0.0894,Xây dựng và Vật liệu
SDG,0.1025,0.0694,0.0904,0.0986,0.1181,0.1309,0.0353,0.0619,0.0269,-0.0944,Hàng & Dịch vụ Công nghiệp
SDJ,0.0129,0.0376,0.032,0.0003,-0.0606,-0.1017,-0.555,-0.0648,-0.0588,-0.0741,Xây dựng và Vật liệu
SDK,0.2148,0.2176,0.2024,0.1605,0.1199,0.1402,0.0904,0.12,0.0709,0.0738,Hàng & Dịch vụ Công nghiệp
SDN,0.166,0.202,0.1741,0.1894,0.1719,0.2702,0.2691,0.2115,0.2157,0.1101,Xây dựng và Vật liệu
SDT,0.0398,0.0321,0.0117,0.0036,0.0008,0.0018,-0.0075,-0.01,-0.0035,-0.0032,Xây dựng và Vật liệu
SDU,0.0026,0.0098,0.0033,0.0112,0.0012,0.0006,0.0053,0.002,0.0017,0.0021,Xây dựng và Vật liệu
SDV,0.1014,0.0434,0.0577,0.0611,0.0741,0.0905,0.115,0.1071,0.0627,0.0845,Hàng & Dịch vụ Công nghiệp
SDY,-0.3484,-0.2307,-0.3762,-0.2109,0.176,-0.0528,-0.0029,-0.0762,-0.1151,-0.0402,Xây dựng và Vật liệu
SEA,0.046,0.1338,0.092,0.0747,0.1145,0.0867,0.0591,0.095,0.0942,0.0682,Thực phẩm và đồ uống
SEB,0.0902,0.0976,0.2111,0.1383,0.1394,0.1663,0.229,0.3082,0.2618,0.2016,"Điện, nước & xăng dầu khí đốt"
SED,0.1634,0.1588,0.1251,0.1243,0.1087,0.1201,0.108,0.1123,0.1121,0.1575,Truyền thông
SEP,0.0437,0.0378,0.0401,0.0404,0.0541,0.0691,0.0543,0.0296,0.0329,0.0079,Hóa chất
SFG,0.0796,0.09,0.0873,0.058,0.0016,0.003,0.0286,0.0508,0.0499,0.02,Hóa chất
SFI,0.153,0.1632,0.1157,0.1331,0.0999,0.1689,0.2823,0.2763,0.1404,0.1026,Hàng & Dịch vụ Công nghiệp
SFN,0.1947,0.2161,0.198,0.1069,0.1109,0.2325,0.2537,0.1194,0.1247,0.1084,Hàng & Dịch vụ Công nghiệp
SGB,0.0107,0.0339,0.0093,0.0083,0.023,0.0205,0.0226,0.0322,0.0435,0.0104,Ngân hàng
SGC,0.1793,0.2,0.2293,0.1699,0.2245,0.2108,0.1742,0.2646,0.2032,0.2734,Thực phẩm và đồ uống
SGD,0.052,0.0638,0.0819,0.0885,0.0769,0.052,0.0288,0.0193,0.0346,-0.0055,Truyền thông
SGH,0.0577,0.052,0.1056,0.1195,0.1169,0.0288,0.026,0.0502,0.0919,0.0764,Du lịch và Giải trí
SGN,0.4151,0.4948,0.466,0.4213,0.3926,0.097,0.0515,0.1576,0.2382,0.2474,Hàng & Dịch vụ Công nghiệp
SGP,0.0,0.0138,0.1907,0.0787,0.0889,0.0925,0.2987,0.0677,0.1013,0.0537,Hàng & Dịch vụ Công nghiệp
SGR,0.074,0.3788,0.1601,0.1456,0.1003,0.1013,0.0446,0.1812,0.0813,0.043,Bất động sản
SGS,0.0965,0.1015,0.2015,0.1051,0.1195,0.1578,0.1464,0.1892,0.1746,0.0868,Hàng & Dịch vụ Công nghiệp
SGT,0.0177,0.0473,0.1106,0.11,0.0095,0.0108,0.0222,0.0205,0.008,0.0225,Công nghệ Thông tin
SHA,0.0807,0.1043,0.0575,0.0517,0.0413,0.0322,0.0208,0.0196,0.0129,0.0135,Tài nguyên Cơ bản
SHB,0.0211,0.0205,0.0239,0.0293,0.0383,0.0486,0.0464,0.07,0.0676,0.0541,Ngân hàng
SHC,0.3336,0.0856,0.0584,0.0674,0.1043,0.1324,0.0548,0.0651,0.0601,0.0606,Hàng & Dịch vụ Công nghiệp
SHI,0.0474,0.054,0.0418,0.0359,0.0304,0.0257,0.033,0.0155,0.0102,0.0165,Tài nguyên Cơ bản
SHN,0.7211,0.0791,0.0358,0.011,0.0239,0.0346,0.0113,0.0006,0.0008,0.0018,Tài nguyên Cơ bản
SHP,0.0592,0.0386,0.0763,0.0828,0.1065,0.0368,0.1512,0.1904,0.1866,0.2164,"Điện, nước & xăng dầu khí đốt"
SHS,0.0556,0.0536,0.1474,0.1484,0.0692,0.1876,0.1586,0.0165,0.0501,0.0761,Dịch vụ tài chính
SID,0.0471,0.0185,0.028,0.0346,0.0305,0.0266,0.0143,0.0312,0.0011,0.0278,Bất động sản
SIG,0.0948,0.0671,0.0396,0.0296,0.0006,0.0147,0.0257,0.0228,-0.0023,0.0313,Xây dựng và Vật liệu
SII,0.0625,0.0118,0.0122,0.0104,0.0121,-0.0564,-0.0344,-0.0407,-0.0218,0.2466,"Điện, nước & xăng dầu khí đốt"
SIP,0.0832,0.1474,0.1613,0.1482,0.3022,0.3478,0.242,0.2321,0.1757,0.1511,Bất động sản
SIV,0.3304,0.2119,0.2146,0.1379,0.1369,0.1067,0.1066,0.0452,0.0783,0.0905,Xây dựng và Vật liệu
SJ1,0.0442,0.0336,0.0296,0.0324,0.0318,0.0235,0.0151,0.017,0.0102,0.0269,Thực phẩm và đồ uống
SJD,0.1348,0.1065,0.1411,0.1552,0.1285,0.0921,0.135,0.1166,0.1057,0.1157,"Điện, nước & xăng dầu khí đốt"
SJE,0.1062,0.0367,0.0753,0.0319,0.0376,0.0139,0.032,0.044,0.0574,0.0832,Xây dựng và Vật liệu
SJF,0.0323,0.0648,0.0406,0.0434,0.0048,-0.0252,0.0181,-0.0343,-0.5019,-0.0205,Tài nguyên Cơ bản
SJG,0.0165,0.0165,0.0237,0.0157,0.016,0.0109,0.0338,0.1061,0.0315,0.0544,Xây dựng và Vật liệu
SJM,-0.454,-0.1476,-0.2018,-0.7245,0.27,-0.3496,0.6332,-0.3077,0.2063,0.1488,Xây dựng và Vật liệu
SJS,0.0706,0.0607,0.0491,0.0405,0.0386,0.0182,0.0247,0.0288,0.0436,0.0748,Bất động sản
SKG,0.3395,0.3025,0.2148,0.1509,0.1108,0.0239,-0.0481,0.0509,0.079,0.0384,Du lịch và Giải trí
SKV,0.1872,0.0,0.231,0.2101,0.2156,0.2172,0.1866,0.218,0.1907,0.1111,Thực phẩm và đồ uống
SLS,0.3807,0.0,0.1936,0.1051,0.0603,0.117,0.1515,0.1419,0.425,0.3256,Thực phẩm và đồ uống
SMA,0.0006,0.0092,0.0772,0.0438,0.0326,-0.1045,0.0612,0.0779,0.0269,0.0306,"Điện, nước & xăng dầu khí đốt"
SMB,0.1465,0.2086,0.2289,0.2536,0.3891,0.2924,0.2515,0.2728,0.2121,0.2446,Thực phẩm và đồ uống
SMC,-0.0858,0.1064,0.0882,0.0478,0.0286,0.0732,0.1519,-0.123,-0.2425,0.0038,Tài nguyên Cơ bản
SMN,0.1291,0.1474,0.145,0.149,0.1518,0.1299,0.1554,0.1532,0.1215,0.1161,Truyền thông
SMT,0.14,0.0989,0.0963,0.0799,-0.0521,0.0315,0.0177,0.0038,-0.0248,0.0121,Công nghệ Thông tin
SNC,0.1392,0.016,0.0542,0.0655,0.0729,0.013,0.0087,0.0556,0.0795,0.1075,Thực phẩm và đồ uống
SNZ,0.0564,0.0623,0.0576,0.0739,0.1007,0.0959,0.1042,0.077,0.0937,0.1085,Xây dựng và Vật liệu
SP2,-0.0487,-0.089,-0.0279,-0.0184,0.0083,0.1209,0.1243,0.1581,0.0731,0.1684,"Điện, nước & xăng dầu khí đốt"
SPB,0.2233,0.2391,0.1452,0.1396,0.0322,0.0242,0.1726,0.0117,-0.0496,0.0191,Hàng cá nhân & Gia dụng
SPC,0.1148,0.1416,0.1381,0.1011,0.1088,0.0947,0.057,0.0561,-0.1147,-0.1952,Hóa chất
SPD,0.02,0.0175,0.0291,0.0046,0.0041,-0.059,0.0046,0.0212,0.0021,0.0216,Thực phẩm và đồ uống
SPH,0.0337,0.0581,0.1536,0.0859,0.1133,0.2202,-0.0414,-0.0463,-0.2208,-0.4818,Thực phẩm và đồ uống
SPI,0.0059,0.0088,0.013,-0.0403,0.0013,-0.093,0.0364,-0.047,-0.3783,0.1771,Tài nguyên Cơ bản
SPM,0.023,0.0094,0.0177,0.0118,0.0092,0.0083,0.0203,0.0238,0.0125,0.0049,Y tế
SPV,-0.0493,-0.0474,0.0606,0.069,0.0284,0.0315,0.056,0.0444,0.0708,0.0698,Thực phẩm và đồ uống
SQC,-0.0984,-0.0669,-0.0222,-0.0375,-0.0355,-0.0043,-0.0018,-0.0352,-0.0553,-0.1243,Tài nguyên Cơ bản
SRA,-0.0412,0.1798,0.333,0.7941,0.1986,0.0608,0.1043,0.0536,0.0077,0.0418,Y tế
SRB,-0.0365,-0.2607,-0.2371,-0.0833,-0.0388,-0.0277,0.0023,0.0011,0.0014,0.0186,Công nghệ Thông tin
SRC,0.173,0.1387,0.0556,0.0201,0.0722,0.1051,0.0472,0.0348,0.0322,0.1821,Ô tô và phụ tùng
SRF,0.0847,0.1067,0.0767,0.0772,0.0589,0.0316,0.027,-0.1503,0.0039,0.0013,Hàng & Dịch vụ Công nghiệp
SSB,0.0039,0.0044,0.008,0.0134,0.0269,0.0249,0.0352,0.0498,0.0401,0.0424,Ngân hàng
SSC,0.101,0.0998,0.1912,0.2667,0.2244,0.1173,0.1457,0.1336,0.1406,0.1047,Thực phẩm và đồ uống
SSG,-0.1043,-0.1703,-0.1111,1.5186,0.1023,-0.0851,0.3938,0.8485,0.0879,0.5487,Hàng & Dịch vụ Công nghiệp
SSI,0.0756,0.0731,0.0678,0.064,0.0364,0.0378,0.0594,0.0338,0.0346,0.0393,Dịch vụ tài chính
SSM,0.1171,0.1009,-0.071,-0.1402,0.0623,0.0788,-0.0325,-0.1173,0.0172,0.049,Tài nguyên Cơ bản
ST8,0.166,0.1919,0.0776,0.1238,0.064,0.0431,0.0374,0.7894,0.0142,0.0499,Công nghệ Thông tin
STB,0.0307,0.0034,0.0383,0.0703,0.1132,0.103,0.0952,0.1028,0.1318,0.1105,Ngân hàng
STC,0.117,0.1101,0.1311,0.1499,0.1343,0.1414,0.1471,0.1281,0.1136,0.1072,Truyền thông
STG,0.0428,0.0586,0.2665,0.0832,0.0682,0.0621,0.1162,0.1096,0.0633,0.078,Hàng & Dịch vụ Công nghiệp
STK,0.0473,0.0165,0.0628,0.1059,0.122,0.1058,0.1762,0.131,0.0332,0.0037,Hàng cá nhân & Gia dụng
STP,0.0318,0.0227,0.0148,0.035,0.0431,0.0497,0.0466,0.0322,0.0701,0.0409,Hàng & Dịch vụ Công nghiệp
STS,0.3034,0.0632,0.1054,0.1421,0.1652,0.1245,0.1716,0.1246,0.1321,0.0835,Hàng & Dịch vụ Công nghiệp
SVC,0.0882,0.0698,0.0555,0.0948,0.0653,0.0717,0.0654,0.1245,0.0086,0.0321,Ô tô và phụ tùng
SVG,0.0042,0.0064,0.0071,0.0069,0.0094,0.0061,0.0084,0.0074,0.0003,0.0019,Hàng & Dịch vụ Công nghiệp
SVH,0.0216,0.0012,0.0609,0.0366,0.0462,0.0441,0.1096,0.1121,0.0806,0.0651,"Điện, nước & xăng dầu khí đốt"
SVI,0.1321,0.1381,0.108,0.1028,0.2303,0.1919,0.1229,0.1342,0.1534,0.0746,Hàng & Dịch vụ Công nghiệp
SVN,0.0349,0.0132,-0.0086,0.0044,0.0003,0.0002,0.0037,0.0045,0.0031,0.002,Xây dựng và Vật liệu
SVT,0.0703,0.0068,0.0284,0.0317,0.0732,0.182,0.1851,0.1192,0.1093,0.1172,Bán lẻ
SWC,0.0648,0.0585,0.412,0.0937,0.0672,0.1226,0.132,0.1344,0.1291,0.1362,Hàng & Dịch vụ Công nghiệp
SZB,0.1909,0.2899,0.1976,0.1907,0.1782,0.1963,0.1767,0.1765,0.179,0.2699,Bất động sản
SZC,0.0387,0.0261,0.0391,0.0468,0.062,0.0637,0.0883,0.0473,0.0497,0.0556,Bất động sản
SZL,0.1048,0.1959,0.1681,0.1884,0.1456,0.181,0.1655,0.1165,0.1183,0.1246,Bất động sản
TA6,0.0598,0.1193,0.0663,0.0789,0.0656,0.0438,0.0101,0.0141,0.0104,0.0141,Xây dựng và Vật liệu
TA9,0.2028,0.1409,0.087,0.045,0.0486,0.0717,0.0691,0.1021,0.0506,0.0652,Xây dựng và Vật liệu
TAW,0.0889,0.0401,0.0636,0.0833,0.1061,0.1242,0.0862,0.1307,0.1389,0.1156,"Điện, nước & xăng dầu khí đốt"
TB8,0.099,0.1499,0.1412,0.0607,0.0876,0.1673,0.0561,0.0748,0.0847,0.1112,Hàng & Dịch vụ Công nghiệp
TBC,0.1369,0.1314,0.1932,0.2321,0.082,0.1402,0.1424,0.2461,0.1168,0.161,"Điện, nước & xăng dầu khí đốt"
TBD,0.0426,0.0911,0.07,0.0914,0.1326,0.1521,0.09,0.0381,0.0466,0.1217,Hàng & Dịch vụ Công nghiệp
TBR,0.0415,0.0333,0.0312,0.1149,0.0315,0.0287,0.0137,0.0145,0.017,0.0176,Bất động sản
TBX,0.0298,0.0151,0.0148,0.0098,-0.0207,-0.0905,0.0056,0.017,-0.0129,0.005,Xây dựng và Vật liệu
TCB,0.0516,0.0933,0.1149,0.1179,0.1057,0.1516,0.1244,0.1003,0.096,0.1033,Ngân hàng
TCD,0.2053,0.1181,0.1259,0.1223,0.1094,0.0834,0.1756,0.0532,0.0298,0.0189,Xây dựng và Vật liệu
TCH,0.1007,0.1131,0.0995,0.0621,0.1165,0.1138,0.0463,0.041,0.0997,0.0815,Bất động sản
TCI,0.0313,0.0271,-0.0748,0.0355,0.0661,0.047,0.1201,0.058,0.0384,0.0328,Dịch vụ tài chính
TCK,0.0591,0.0652,-0.098,-0.6132,-0.4274,-0.1139,-0.0167,-0.0333,-0.2723,0.3334,Xây dựng và Vật liệu
TCL,0.1388,0.1429,0.1443,0.1352,0.1228,0.1444,0.1861,0.2156,0.2185,0.2136,Hàng & Dịch vụ Công nghiệp
TCM,0.0749,0.0523,0.0825,0.1039,0.095,0.116,0.053,0.0957,0.0497,0.0914,Hàng cá nhân & Gia dụng
TCO,0.1202,0.1255,0.0834,0.0706,0.0831,0.0902,0.1321,0.1328,0.0095,0.0174,Thực phẩm và đồ uống
TCR,0.0335,0.0292,-0.0681,-0.1118,0.0095,-0.0402,0.0142,0.0013,-0.0099,-0.0785,Xây dựng và Vật liệu
TCT,0.2692,0.2838,0.308,0.2278,0.1941,0.0022,0.0056,0.0927,0.0554,0.0322,Du lịch và Giải trí
TCW,0.0898,0.1137,0.1167,0.1207,0.1412,0.1695,0.1818,0.2135,0.2457,0.2645,Hàng & Dịch vụ Công nghiệp
TDB,0.2668,0.2943,0.3409,0.3245,0.3109,0.2951,0.3663,0.4121,0.38,0.3522,"Điện, nước & xăng dầu khí đốt"
TDC,0.0305,0.0359,0.0408,0.0393,0.0577,0.0685,0.0417,0.0119,-0.17,0.1491,Bất động sản
TDF,0.102,0.2053,0.1088,0.1102,0.1369,0.0858,0.1026,0.0777,0.024,0.0099,Xây dựng và Vật liệu
TDG,0.031,0.0913,0.1232,0.0561,0.0105,0.0027,0.0386,0.0229,0.0058,0.0078,"Điện, nước & xăng dầu khí đốt"
TDH,0.0216,0.0463,0.0533,0.0271,0.0594,0.0062,-1.4345,0.0185,-0.167,-4.323,Bất động sản
TDM,0.0455,0.0511,0.047,0.1143,0.092,0.0794,0.1484,0.096,0.123,0.0705,"Điện, nước & xăng dầu khí đốt"
TDS,0.1258,0.1304,0.2709,0.0864,0.0858,0.081,0.1103,-0.0033,0.0287,0.0024,Tài nguyên Cơ bản
TDW,0.1187,0.0633,0.0744,0.0618,0.0847,0.1495,0.1367,0.1706,0.2045,0.1935,"Điện, nước & xăng dầu khí đốt"
TED,0.2278,0.236,0.2267,0.1167,0.1598,0.1587,0.1818,0.2649,0.2744,0.2356,Xây dựng và Vật liệu
TEG,0.0369,0.1676,0.1276,0.1162,0.012,0.0019,0.0442,0.0393,0.0738,0.0016,Bất động sản
TEL,0.0027,-0.0427,0.0027,-0.2549,0.0226,-0.6744,0.0021,0.002,-0.0696,0.0174,Xây dựng và Vật liệu
TET,0.1872,0.0529,0.2329,0.1909,0.0708,0.0845,0.1075,0.0895,0.095,0.0428,Hàng cá nhân & Gia dụng
TFC,0.0841,0.0005,-0.0045,0.0023,0.0398,0.0416,-0.0558,0.0491,0.0902,0.2146,Thực phẩm và đồ uống
TGG,0.0412,0.0346,0.0505,0.0183,0.0028,-0.0153,0.1923,-0.0903,-0.0657,-0.0649,Xây dựng và Vật liệu
TGP,0.0015,0.0199,0.0157,0.0123,0.0019,0.0018,0.0095,0.0342,0.0063,0.0724,Hàng & Dịch vụ Công nghiệp
TH1,-0.1518,-0.1817,-0.2423,-0.0464,-0.0843,-0.1191,0.4795,-0.648,0.1468,0.045,Bán lẻ
THB,0.067,0.0541,0.0625,0.0384,0.1039,0.021,0.0376,0.0651,0.034,0.0259,Thực phẩm và đồ uống
THG,0.1346,0.2077,0.1608,0.1235,0.1444,0.1941,0.132,0.1269,0.1012,0.1179,Xây dựng và Vật liệu
THN,0.0116,0.0107,0.0229,0.0277,0.0416,0.0638,0.0673,0.0725,0.0828,0.1087,"Điện, nước & xăng dầu khí đốt"
THP,0.04,0.0343,0.0349,0.1479,0.0373,0.0455,0.0128,0.017,0.0101,0.0138,Thực phẩm và đồ uống
THS,0.0643,0.1069,0.0496,0.1229,0.0714,0.0671,0.0684,0.0604,0.035,0.01,Bán lẻ
THT,0.1026,0.0692,0.0735,0.1677,0.0802,0.0271,0.0404,0.085,0.0825,0.0296,Tài nguyên Cơ bản
